Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Female,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
-1.2243900843769477,0.3657951987785225,0.8830657241419815,-1.3208977863630988,-0.736612360917421,-0.7277182221363181,-1.2366416400993427,1.5447919861773733,1.4228458639651402,-1.256339328041199,-0.2622564770641433,-1.2066980052072969,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0.5197815168940253,-0.7205375929896363,-1.141436734446313,-1.3208977863630988,0.25676752339068526,-0.7277182221363181,-1.2366416400993427,1.5447919861773733,-0.04461390529109929,-1.256339328041199,-0.2622564770641433,-0.46969193643292845,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
2.045931668006127,-0.7205375929896363,-0.7841715946954375,1.4617845622497474,0.25676752339068526,0.5302469457777194,0.9184429785096649,-0.6473363462187068,-1.5120736745473389,-1.256339328041199,0.910652230759024,1.4370699253284003,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
-1.115379359297512,1.4521279905466813,2.4312146630624416,1.4617845622497474,2.243527292006898,1.7882121136917568,-0.6978704854470907,-0.6473363462187068,-0.04461390529109929,0.7959633020158129,0.910652230759024,0.10397885181812308,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
-0.025272108503153767,-0.7205375929896363,-0.7841715946954375,1.4617845622497474,0.25676752339068526,-0.7277182221363181,1.4572141331619168,-0.6473363462187068,1.4228458639651402,0.7959633020158129,-0.2622564770641433,-0.43440618968944017,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.6793364589797687,0.3657951987785225,1.478507623726774,-1.3208977863630988,1.2501474076987915,-0.7277182221363181,-0.6978704854470907,-0.6473363462187068,-1.5120736745473389,-1.256339328041199,-0.2622564770641433,0.3713959890879556,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1.282856592450076,1.4521279905466813,-0.903259974612396,0.07044338794332428,0.25676752339068526,0.5302469457777194,-0.15909933079483887,-0.6473363462187068,-0.04461390529109929,0.7959633020158129,0.910652230759024,-0.6188241490846526,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
0.6287922419734612,-0.7205375929896363,0.04944706472327198,-1.3208977863630988,-0.736612360917421,-0.7277182221363181,-1.2366416400993427,-0.6473363462187068,1.4228458639651402,-1.256339328041199,-1.4351651848873106,-1.270167964758477,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0.3017600667351537,1.4521279905466813,-0.7841715946954375,0.07044338794332428,-1.7299922452255274,-0.7277182221363181,-0.6978704854470907,-0.6473363462187068,-1.5120736745473389,-1.256339328041199,-0.2622564770641433,0.7499965170401003,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
2.2639531181649986,-0.7205375929896363,1.8357727634776495,0.07044338794332428,-0.736612360917421,-0.7277182221363181,0.9184429785096649,1.5447919861773733,0.6891159793370204,0.7959633020158129,0.910652230759024,1.0959743734746803,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
2.045931668006127,-0.7205375929896363,1.3594192438098154,0.07044338794332428,0.25676752339068526,-0.7277182221363181,0.9184429785096649,1.5447919861773733,-0.778343789919219,0.7959633020158129,0.910652230759024,0.20295648104828518,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
2.045931668006127,1.4521279905466813,-0.42690645494456203,-1.3208977863630988,-1.7299922452255274,1.7882121136917568,-1.2366416400993427,-0.6473363462187068,-0.04461390529109929,0.7959633020158129,-1.4351651848873106,1.1170570523465757,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1.6098887676883835,1.4521279905466813,2.1930379032285248,0.07044338794332428,0.25676752339068526,-0.7277182221363181,-0.15909933079483887,1.5447919861773733,1.4228458639651402,0.7959633020158129,0.910652230759024,2.113934878583993,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
-0.13428283358258958,-0.7205375929896363,-1.0223483545293546,0.07044338794332428,1.2501474076987915,1.7882121136917568,-0.15909933079483887,1.5447919861773733,-1.5120736745473389,0.7959633020158129,-1.4351651848873106,0.4601651632854104,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
-1.4424115345358195,-0.7205375929896363,-0.06964131519368652,-1.3208977863630988,0.25676752339068526,0.5302469457777194,-0.6978704854470907,-0.6473363462187068,1.4228458639651402,0.7959633020158129,-1.4351651848873106,-1.2171283831754978,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
-0.7883471840592046,1.4521279905466813,-0.18872969511064502,0.07044338794332428,-0.736612360917421,-0.7277182221363181,1.4572141331619168,-0.6473363462187068,-0.04461390529109929,0.7959633020158129,-1.4351651848873106,-0.20294056796957682,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
-1.3334008094563836,-0.7205375929896363,-0.06964131519368652,-1.3208977863630988,-0.736612360917421,1.7882121136917568,0.379671823857413,-0.6473363462187068,-1.5120736745473389,0.7959633020158129,-1.4351651848873106,-1.3498382986006927,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
-0.025272108503153767,-0.7205375929896363,-0.5459948348615206,0.07044338794332428,1.2501474076987915,-0.7277182221363181,-0.15909933079483887,-0.6473363462187068,1.4228458639651402,0.7959633020158129,0.910652230759024,0.2906160405682718,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
-1.8784544348535628,-0.7205375929896363,0.04944706472327198,-1.3208977863630988,-0.736612360917421,-0.7277182221363181,-0.6978704854470907,1.5447919861773733,1.4228458639651402,0.7959633020158129,-0.2622564770641433,-1.591068529482276,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
0.7378029670528969,1.4521279905466813,-0.5459948348615206,0.07044338794332428,1.2501474076987915,-0.7277182221363181,0.9184429785096649,-0.6473363462187068,-0.04461390529109929,0.7959633020158129,-0.2622564770641433,1.2717373383856407,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False
-0.8973579091386403,1.4521279905466813,-0.42690645494456203,1.4617845622497474,0.25676752339068526,-0.7277182221363181,-0.15909933079483887,-0.6473363462187068,-0.04461390529109929,-1.256339328041199,0.910652230759024,0.09044155275301123,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
